title,score,genres,ranked,popularity,members,favorites
The iDOLM@STER Cinderella Girls: U149,7.69,"Slice of Life, Idols (Female), Music",#1289,#5440,"16,447",161
Tiger & Bunny Movie 2: The Rising,7.69,"Action, Comedy, Mystery, Sci-Fi, Adult Cast, Super Power",#1290,#4071,"32,708",51
"Yuru Yuri,",7.69,"Comedy, Girls Love, CGDCT, Gag Humor, School",#1291,#4012,"33,594",58
Junjou Romantica OVA,7.69,"Boys Love, Comedy, Drama, Adult Cast",#1292,#3052,"56,490",77
Kyousou Giga (TV),7.69,"Action, Fantasy",#1293,#1278,"196,046","1,988"
Muumindani no Suisei,7.69,"Adventure, Fantasy, Slice of Life, Kids",#1294,#6455,"10,674",47
New Game!!,7.69,"Comedy, Adult Cast, CGDCT, Otaku Culture, Workplace",#1295,#968,"262,908",879
Nurarihyon no Mago OVA,7.69,"Action, Supernatural, Mythology, Shounen",#1296,#4569,"25,422",22
Oomuro-ke: Dear Friends,7.69,"Comedy, Girls Love, CGDCT, School",#1297,#7878,"6,604",11
Overlord Movie 2: Shikkoku no Eiyuu,7.69,"Action, Adventure, Fantasy, Isekai",#1298,#2389,"85,873",164
Pokemon Concierge,7.69,"Fantasy, Workplace, Kids",#1299,#6052,"12,507",56
Ani ni Tsukeru Kusuri wa Nai! 3,7.69,"Comedy, School",#1300,#3666,"40,512",48
Asagao to Kase-san.,7.69,"Girls Love, School, Shoujo",#1301,#1891,"122,530","1,231"
BanG Dream! Film Live,7.69,Music,#1302,#5888,"13,473",41
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.69,"Adventure, Comedy, Drama, Romance, Mahou Shoujo, Shoujo",#1303,#3059,"56,210",123
Date A Live V,7.69,"Action, Fantasy, Romance, Sci-Fi, Harem, School",#1304,#1946,"117,075","1,265"
Doupo Cangqiong 2nd Season Specials,7.69,"Action, Adventure, Fantasy, Mythology",#1305,#9153,"4,449",14
Fruits Basket,7.69,"Drama, Romance, Supernatural, Love Polygon, School, Shoujo",#1306,#421,"548,731","9,629"
Hakumei to Mikochi,7.69,"Fantasy, Slice of Life, Anthropomorphic, Iyashikei, Seinen",#1307,#2770,"67,550",422
Hanasakeru Seishounen,7.69,"Drama, Romance, Reverse Harem, Shoujo",#1308,#2698,"70,669",600
Hourou Musuko,7.69,"Drama, Romance, Crossdressing, School, Seinen",#1309,#1775,"132,744","1,085"
IDOLiSH7,7.69,"Drama, Idols (Male), Music",#1310,#2615,"74,007","1,441"
Aria the Animation,7.68,"Fantasy, Sci-Fi, Slice of Life, Iyashikei, Shounen",#1311,#1469,"168,087","2,264"
D.Gray-man Hallow,7.68,"Action, Adventure, Fantasy, Mythology, Super Power, Shounen",#1312,#1296,"193,572","1,067"
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.68,"Action, Adventure, Fantasy, Isekai, Military",#1313,#234,"832,569","6,346"
Hakuouki Movie 2: Shikon Soukyuu,7.68,"Action, Drama, Supernatural, Historical, Samurai, Josei",#1314,#4759,"23,055",70
Ichigo Mashimaro Encore,7.68,"Comedy, Slice of Life, CGDCT, Iyashikei",#1315,#4611,"24,897",19
Isekai Shokudou 2,7.68,"Fantasy, Gourmet, Slice of Life, Isekai, Workplace",#1316,#2123,"103,513",437
Tensei shitara Slime Datta Ken 3rd Season,7.68,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",#1317,#657,"376,459","4,066"
Uchuu Kaizoku Captain Herlock,7.68,"Action, Adventure, Drama, Sci-Fi, Space, Seinen",#1318,#3701,"39,664",343
Xing Yu Siwan Nian,7.68,"Action, Fantasy, Sci-Fi",#1319,#10997,"2,474",25
Junjou Romantica 2,7.68,"Boys Love, Comedy, Drama, Adult Cast",#1320,#1367,"183,324",956
Kakushigoto Movie,7.68,"Comedy, Childcare, Gag Humor, Otaku Culture, Workplace, Shounen",#1321,#3566,"42,571",152
Karakai Jouzu no Takagi-san,7.68,"Comedy, Love Status Quo, School, Shounen",#1322,#377,"606,989","5,286"
Kidou Keisatsu Patlabor: On Television,7.68,"Action, Comedy, Sci-Fi, Adult Cast, Mecha, Workplace",#1323,#3601,"41,832",449
Kill la Kill Specials,7.68,"Action, Comedy, Fantasy, Ecchi, School, Urban Fantasy",#1324,#1236,"204,585",299
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.68,"Action, Fantasy, Horror, Suspense, Gore, Historical, Survival, Urban Fantasy",#1325,#1710,"138,924",270
Little Busters! EX,7.68,"Comedy, Drama, Romance, Supernatural, School",#1326,#3053,"56,451",157
Love Live! Superstar!! 2nd Season,7.68,"Slice of Life, Idols (Female), Music, School",#1327,#3918,"35,008",318
Luo Xiao Hei Zhan Ji,7.68,"Comedy, Supernatural",#1328,#8101,"6,124",59
Meitantei Conan Movie 21: Karakurenai no Love Letter,7.68,"Action, Drama, Mystery, Romance, Detective, Historical",#1329,#4033,"33,282",40
Naruto: Shippuuden Movie 6 - Road to Ninja,7.68,"Action, Adventure, Fantasy, Isekai, Shounen",#1330,#689,"358,993",622
Princess Sara,7.68,"Drama, Historical, School",#1331,#4853,"21,979",140
Seitokai Yakuindomo*,7.68,"Comedy, Gag Humor, School, Shounen",#1332,#977,"261,151",597
Kami nomi zo Shiru Sekai: Tenri-hen,7.67,"Comedy, Romance, Supernatural, Harem, Shounen",#1333,#1706,"139,264",105
Kanojo to Kanojo no Neko: Everything Flows,7.67,"Slice of Life, Pets",#1334,#1718,"138,361",691
Kengan Ashura Part 2,7.67,"Action, Martial Arts",#1335,#2039,"110,784",387
Kidou Senshi Gundam: Gyakushuu no Char,7.67,"Action, Drama, Sci-Fi, Mecha, Military, Space",#1336,#3158,"52,930",509
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.67,"Adventure, Drama, Fantasy",#1337,#3214,"51,104",31
Kui Cheng Shoufu Cong Youxi Kaishi,7.67,"Comedy, Fantasy",#1338,#8790,"5,021",30
Kuroko no Basket 3rd Season NG-shuu,7.67,"Comedy, Sports, Team Sports",#1339,#3389,"46,377",83
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,7.67,"Slice of Life, Idols (Female), Music, School",#1340,#3654,"40,670",436
Macross F: Close Encounter - Deculture Edition,7.67,"Action, Sci-Fi, Mecha, Military, Music, Space",#1341,#5958,"13,029",5
Mahouka Koukou no Rettousei: Tsuioku-hen,7.67,"Action, Fantasy, Sci-Fi, Urban Fantasy",#1342,#2296,"91,610",341
Meitantei Conan Movie 17: Zekkai no Private Eye,7.67,"Adventure, Comedy, Mystery, Detective, Shounen",#1343,#3659,"40,613",16
Princess Principal,7.67,"Action, Mystery, Historical",#1344,#1184,"215,543","2,449"
Rilakkuma to Kaoru-san,7.67,"Slice of Life, Anthropomorphic, Iyashikei, Kids",#1345,#5433,"16,487",179
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.67,"Adventure, Sci-Fi, Shounen",#1346,#6479,"10,581",17
3D Kanojo: Real Girl 2nd Season,7.67,"Romance, Otaku Culture, School, Shoujo",#1347,#1273,"196,694","1,222"
Baka to Test to Shoukanjuu Ni!,7.67,"Comedy, Romance, Love Polygon, School, Super Power",#1348,#658,"376,105","1,197"
Break Blade Movie 6: Doukoku no Toride,7.67,"Action, Fantasy, Adult Cast, Mecha, Military, Shounen",#1349,#3088,"55,288",24
Chi's Sweet Home,7.67,"Comedy, Slice of Life, Pets, Seinen",#1350,#2797,"66,163",448
Ichigo Mashimaro OVA,7.67,"Comedy, Slice of Life, CGDCT, Iyashikei, School",#1351,#4380,"27,793",22
InuYasha Movie 2: Kagami no Naka no Mugenjou,7.67,"Action, Adventure, Fantasy, Romance, Historical, Mythology, Time Travel, Shounen",#1352,#2074,"107,636",265
Shin Kidou Senki Gundam Wing,7.67,"Action, Drama, Sci-Fi, Mecha, Military, Space",#1353,#1502,"163,847","2,396"
Soukou Kihei Votoms,7.67,"Action, Drama, Sci-Fi, Mecha, Military, Space",#1354,#4474,"26,625",390
Space Cobra,7.67,"Action, Adventure, Sci-Fi, Adult Cast, Space, Shounen",#1355,#4614,"24,866",289
Tsurune: Kazemai Koukou Kyuudou-bu,7.67,"Sports, School",#1356,#1472,"167,945","1,224"
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.67,"Drama, Mahou Shoujo",#1357,#3390,"46,375",192
Seto no Hanayome,7.66,"Comedy, Romance, Supernatural, Organized Crime, Parody, School, Shounen",#1358,#748,"334,920","2,993"
Shirobako Movie,7.66,"Comedy, Drama, Adult Cast, Otaku Culture, Workplace",#1359,#3168,"52,636",72
Shoujo Kakumei Utena: Adolescence Mokushiroku,7.66,"Avant Garde, Drama, Fantasy, Girls Love, Mahou Shoujo, School",#1360,#3061,"56,175",702
Shoujo☆Kageki Revue Starlight,7.66,"Drama, Music, Performing Arts, School",#1361,#2308,"90,857","1,545"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,7.66,"Drama, Fantasy, Romance, Sci-Fi",#1362,#578,"413,374","4,585"
Tenkuu no Escaflowne,7.66,"Action, Adventure, Fantasy, Romance, Suspense, Isekai, Love Polygon, Mecha, Psychological",#1363,#1493,"164,901","2,197"
Toaru Kagaku no Railgun,7.66,"Action, Fantasy, Sci-Fi, Super Power",#1364,#364,"622,480","5,975"
Kidou Senshi Gundam SEED Freedom,7.66,"Action, Drama, Sci-Fi, Mecha, Military, Space",#1365,#6040,"12,550",117
Kindaichi Shounen no Jikenbo Returns 2nd Season,7.66,"Mystery, Shounen",#1366,#6087,"12,352",30
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,7.66,"Comedy, Supernatural",#1367,#12164,"1,719",9
Mousou Dairinin,7.66,"Avant Garde, Award Winning, Drama, Mystery, Supernatural, Suspense, Adult Cast, Detective, Psychological",#1368,#551,"434,970","5,785"
Oniichan wa Oshimai!,7.66,"Comedy, CGDCT, Magical Sex Shift, School, Shounen",#1369,#1516,"161,739","2,276"
Pokemon Movie 01: Mewtwo no Gyakushuu,7.66,"Action, Adventure, Award Winning, Comedy, Fantasy, Kids",#1370,#930,"271,710",438
Rurouni Kenshin DVD-BOX Special Ending,7.66,"Romance, Historical",#1371,#5149,"19,039",60
ACCA: 13-ku Kansatsu-ka,7.66,"Drama, Mystery, Adult Cast, Detective, Seinen",#1372,#1459,"169,104","1,523"
Akebi-chan no Sailor-fuku,7.66,"Slice of Life, CGDCT, School, Seinen",#1373,#1287,"194,431","1,163"
Aoi Bungaku Series,7.66,"Drama, Suspense, Historical, Psychological",#1374,#1130,"225,143","1,604"
Bai Yao Pu 3rd Season,7.66,"Adventure, Fantasy, Mystery, Supernatural, Historical",#1375,#9932,"3,438",14
Binbougami ga!,7.66,"Comedy, Supernatural, Gag Humor, Parody, Shounen",#1376,#1063,"238,376","1,226"
Bungou Stray Dogs: Hitori Ayumu,7.66,"Action, Mystery, Adult Cast, Detective, Organized Crime, Super Power, Seinen",#1377,#1388,"178,931",358
Cardcaptor Sakura: Clear Card-hen,7.66,"Adventure, Comedy, Romance, Mahou Shoujo, Shoujo",#1378,#1837,"126,691",684
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.66,"Action, Mystery, Supernatural",#1379,#2748,"68,398",53
Free! Movie 2: Timeless Medley - Yakusoku,7.66,"Sports, School",#1380,#3470,"44,714",58
Gokinjo Monogatari,7.66,"Comedy, Drama, Romance, Visual Arts, Shoujo",#1381,#4361,"28,001",388
Hayate no Gotoku!!,7.66,"Action, Comedy, Romance, Harem, Parody, Shounen",#1382,#1947,"117,059",469
Initial D Battle Stage 2,7.66,"Action, Drama, Racing, Seinen",#1383,#4063,"32,809",44
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,7.65,"Boys Love, Comedy, Supernatural, Adult Cast, Workplace",#1384,#2776,"67,162",636
Ansatsu Kyoushitsu: Kagaijugyou-hen,7.65,"Action, Comedy, School, Shounen",#1385,#2625,"73,555",174
Arslan Senki (TV),7.65,"Action, Adventure, Drama, Fantasy, Historical, Military, Shounen",#1386,#644,"382,704","1,745"
Bokura wa Minna Kawai-sou,7.65,"Slice of Life, Love Status Quo, School, Seinen",#1387,#627,"390,524","2,260"
Chibi Maruko-chan,7.65,"Comedy, Shoujo",#1388,#5912,"13,325",115
Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,7.65,"Boys Love, Comedy, Drama, Adult Cast, Showbiz",#1389,#3897,"35,375",479
Dekiru Neko wa Kyou mo Yuuutsu,7.65,"Comedy, Adult Cast, Anthropomorphic",#1390,#2042,"110,617",693
Doupo Cangqiong 2nd Season,7.65,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts, Mythology",#1391,#6492,"10,533",41
Doupo Cangqiong Specials,7.65,"Action, Adventure, Fantasy, Mythology",#1392,#8277,"5,822",29
Doupo Cangqiong: Yuanqi,7.65,"Action, Adventure, Fantasy, Romance, Martial Arts",#1393,#9790,"3,620",37
Evangelion Movie 3: Q,7.65,"Action, Award Winning, Drama, Sci-Fi, Suspense, Mecha, Psychological",#1394,#511,"459,253","2,096"
Fairy Tail (2014),7.65,"Action, Adventure, Fantasy, Shounen",#1395,#159,"1,024,156","12,396"
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,7.65,Comedy,#1396,#2663,"72,044",99
Giovanni no Shima,7.65,"Award Winning, Drama, Historical",#1397,#4008,"33,674",72
Hai to Gensou no Grimgar,7.65,"Action, Adventure, Drama, Fantasy, Isekai",#1398,#273,"756,170","6,408"
Hanhua Riji 3rd Season,7.65,"Comedy, Supernatural",#1399,#9992,"3,372",8
Hanma Baki: Son of Ogre,7.65,"Sports, Combat Sports, Gore, Shounen",#1400,#1419,"173,508",697
Shin Mazinger Shougeki! Z-hen,7.65,"Action, Drama, Mecha, Super Power, Shounen",#1401,#5418,"16,594",164
Tondemo Skill de Isekai Hourou Meshi,7.65,"Adventure, Comedy, Fantasy, Gourmet, Isekai",#1402,#994,"257,081","1,901"
Tsuritama,7.65,"Comedy, Sci-Fi",#1403,#1442,"171,262","2,283"
Kengan Ashura Season 2,7.65,"Action, Martial Arts",#1404,#3725,"39,169",115
Kimi to Boku.,7.65,"Slice of Life, Iyashikei, School, Shounen",#1405,#1321,"189,220","1,394"
Kitarou Tanjou: Gegege no Nazo,7.65,"Comedy, Supernatural, Mythology, Shounen",#1406,#7618,"7,107",17
Kuroko no Basket NG-shuu,7.65,"Comedy, Sports, School, Team Sports, Shounen",#1407,#2768,"67,629",55
Kuroshitsuji,7.65,"Action, Mystery, Supernatural, Historical, Mythology, Shounen",#1408,#121,"1,213,140","22,799"
Mahou Shoujo ni Akogarete,7.65,"Action, Comedy, Girls Love, Ecchi, Mahou Shoujo",#1409,#1511,"162,719","1,794"
Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,7.65,"Adventure, Comedy, Mystery, Detective, Shounen",#1410,#6472,"10,594",7
Mitsudomoe Zouryouchuu!,7.65,"Comedy, Gag Humor, School, Shounen",#1411,#3355,"47,233",88
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,7.65,"Action, Comedy, Supernatural",#1412,#2043,"110,609",88
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,7.65,"Slice of Life, Supernatural, Iyashikei, Mythology, Shoujo",#1413,#3859,"36,306",33
Non Non Biyori: Okinawa e Ikukoto ni Natta,7.65,"Slice of Life, CGDCT, Iyashikei, School, Seinen",#1414,#2771,"67,419",51
Seikai no Senki,7.65,"Action, Romance, Sci-Fi, Military, Space",#1415,#3913,"35,067",276
Jujutsu Kaisen 2nd Season Recaps,7.64,"Action, Supernatural, School, Shounen",#1416,#4467,"26,707",186
Kami nomi zo Shiru Sekai,7.64,"Comedy, Romance, Supernatural, Harem, Otaku Culture, Shounen",#1417,#348,"640,909","5,792"
Kidou Senshi Gundam Unicorn RE:0096,7.64,"Action, Drama, Sci-Fi, Mecha, Military, Space",#1418,#3849,"36,482",179
Machikado Mazoku,7.64,"Comedy, CGDCT, Mahou Shoujo, School",#1419,#1441,"171,339","1,210"
Minami-ke,7.64,"Comedy, CGDCT, School, Seinen",#1420,#1402,"175,920","1,071"
Minami-ke Tadaima,7.64,"Comedy, CGDCT, School, Seinen",#1421,#2991,"58,833",82
Nezha Zhi Mo Tong Jiang Shi,7.64,"Action, Comedy, Drama, Fantasy, Historical",#1422,#5685,"14,656",57
Pandora Hearts,7.64,"Adventure, Fantasy, Mystery, Shounen",#1423,#542,"438,377","5,212"
Psycho-Pass Movie: Providence,7.64,"Action, Mystery, Sci-Fi, Suspense, Adult Cast, Detective, Psychological",#1424,#3201,"51,519",163
Rokuhou-dou Yotsuiro Biyori,7.64,"Gourmet, Slice of Life, Adult Cast, Iyashikei, Workplace, Seinen",#1425,#3916,"35,030",208
5-toubun no Hanayome,7.64,"Comedy, Romance, Harem, School, Shounen",#1426,#168,"987,039","14,010"
Aggressive Retsuko (ONA),7.64,"Comedy, Anthropomorphic, Workplace",#1427,#1347,"186,388","1,351"
Arashi no Yoru ni,7.64,"Adventure, Comedy, Drama, Fantasy, Anthropomorphic",#1428,#4675,"23,973",209
Code Geass: Hangyaku no Lelouch II - Handou,7.64,"Action, Sci-Fi, Mecha, Military, School, Super Power",#1429,#2528,"78,166",114
Date A Bullet: Nightmare or Queen,7.64,"Action, Sci-Fi, Isekai",#1430,#2570,"76,400",328
Digimon Tamers,7.64,"Adventure, Comedy, Fantasy, Isekai",#1431,#1242,"202,891","1,965"
Drifters: Special Edition,7.64,"Action, Adventure, Comedy, Fantasy, Adult Cast, Gore, Historical, Isekai, Military, Samurai, Seinen",#1432,#3908,"35,220",26
Gakuen Alice,7.64,"Comedy, School, Super Power, Shoujo",#1433,#2140,"102,493","1,474"
Hachimitsu to Clover Specials,7.64,"Comedy, Drama, Romance, Adult Cast, Visual Arts, Josei",#1434,#4122,"31,774",42
Sugar Apple Fairy Tale Part 2,7.64,"Adventure, Drama, Fantasy, Romance, Visual Arts, Shoujo",#1435,#2813,"65,513",336
Working!!,7.64,"Comedy, Love Status Quo, Workplace, Seinen",#1438,#539,"440,686","2,509"
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.64,"Drama, Mahou Shoujo",#1439,#3541,"43,025",226
Shingeki no Kyojin Season 3 Specials,7.63,"Comedy, Parody, Shounen",#1440,#3734,"39,068",72
Sidonia no Kishi,7.63,"Action, Sci-Fi, Mecha, Space, Seinen",#1441,#1076,"235,983","1,499"
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,7.63,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",#1442,#1157,"220,366","1,329"
Tong Ling Fei,7.63,"Comedy, Drama, Romance, Historical",#1443,#3302,"48,645",662
Yama no Susume: Next Summit,7.63,"Adventure, Slice of Life, CGDCT, Iyashikei",#1444,#4500,"26,285",110
Yowamushi Pedal: New Generation,7.63,"Sports, Racing, Shounen",#1445,#2448,"82,924",123
Kimagure Orange☆Road: Ano Hi ni Kaeritai,7.63,"Comedy, Drama, Romance, Shounen",#1446,#6397,"10,916",52
Layton Kyouju to Eien no Utahime,7.63,"Adventure, Mystery",#1447,#4215,"30,049",185
Nanatsu no Taizai,7.63,"Action, Adventure, Fantasy, Shounen",#1448,#32,"2,102,694","19,239"
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.63,"Action, Adventure, Fantasy, Military",#1449,#767,"328,784","1,453"
Poyopoyo Kansatsu Nikki,7.63,"Comedy, Slice of Life, Pets, Seinen",#1450,#4891,"21,650",151
Princess Principal: Crown Handler Movie 3,7.63,"Action, Mystery, Historical",#1451,#6085,"12,384",23
Ranma ½ Super,7.63,"Action, Adventure, Comedy, Romance, Supernatural, Martial Arts, Shounen",#1452,#5014,"20,418",23
Ao Haru Ride,7.63,"Romance, Love Polygon, School, Shoujo",#1453,#182,"954,850","10,758"
Bokura wa Minna Kawai-sou: Hajimete no,7.63,"Slice of Life, Love Status Quo, School, Seinen",#1454,#3207,"51,274",39
Bounen no Xamdou,7.63,"Action, Adventure, Sci-Fi, Military",#1455,#1655,"145,326","1,093"
Cardcaptor Sakura Movie 1,7.63,"Award Winning, Comedy, Drama, Mahou Shoujo, Shoujo",#1456,#2143,"102,254",202
Daa! Daa! Daa!,7.63,"Comedy, Sci-Fi, Childcare, Shoujo",#1457,#4480,"26,580",250
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.63,"Adventure, Comedy, Fantasy",#1458,#6429,"10,799",12
Flip Flappers,7.63,"Adventure, Comedy, Fantasy, Sci-Fi, Mahou Shoujo",#1459,#1280,"195,406","2,173"
Genshiken,7.63,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",#1460,#1365,"183,402","1,457"
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,7.63,Mahou Shoujo,#1461,#7166,"8,345",12
Hirogaru Sky! Precure,7.63,"Action, Mahou Shoujo",#1462,#6390,"10,937",153
Inuyashiki,7.63,"Action, Drama, Sci-Fi, Suspense, Gore, Psychological, Seinen",#1463,#329,"666,693","3,908"
Aggressive Retsuko,7.62,"Comedy, Anthropomorphic, Music, Workplace",#1464,#2048,"109,816",669
AKB0048: Next Stage,7.62,"Sci-Fi, Idols (Female), Music",#1465,#3796,"37,660",319
Bishoujo Senshi Sailor Moon SuperS,7.62,"Romance, Mahou Shoujo, Shoujo",#1466,#1882,"123,132",553
Bleach Movie 4: Jigoku-hen,7.62,"Action, Adventure, Supernatural, Shounen",#1467,#1153,"221,791",496
Break Blade Movie 1: Kakusei no Toki,7.62,"Action, Fantasy, Adult Cast, Mecha, Military, Shounen",#1468,#2380,"85,948",160
Di Yi Xulie,7.62,"Action, Adventure, Fantasy, Sci-Fi",#1469,#12184,"1,703",17
Diamond no Ace: Second Season OVA,7.62,"Sports, School, Team Sports, Shounen",#1470,#6172,"11,916",15
Doraemon Movie 07: Nobita to Tetsujin Heidan,7.62,"Adventure, Comedy, Fantasy, Mecha, Kids, Shounen",#1471,#6869,"9,201",22
Feng Ling Yu Xiu 2nd Season,7.62,"Action, Adventure, Martial Arts",#1472,#11972,"1,848",27
Free!: FrFr - Short Movie,7.62,"Comedy, Sports",#1473,#2609,"74,299",102
Genshiken OVA,7.62,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",#1474,#3186,"51,930",27
Gensou Mangekyou: The Memories of Phantasm,7.62,Fantasy,#1475,#7338,"7,817",143
Heion Sedai no Idaten-tachi,7.62,"Action, Adventure, Fantasy, Mythology, Seinen",#1476,#1271,"197,265","1,609"
Ichigo Mashimaro,7.62,"Slice of Life, CGDCT, Iyashikei",#1477,#1963,"116,274","1,005"
Sekaiichi Hatsukoi,7.62,"Boys Love, Adult Cast, Otaku Culture, Workplace",#1478,#1145,"222,592","3,042"
Servant x Service,7.62,"Comedy, Adult Cast, Workplace, Seinen",#1479,#1120,"227,096",701
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.62,"Action, Comedy, Gag Humor, Martial Arts, School, Shounen",#1480,#5935,"13,180",136
Shixiong A Shixiong,7.62,"Action, Adventure, Fantasy, Historical, Martial Arts",#1481,#11585,"2,075",14
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.62,"Sports, School, Team Sports, Shounen",#1482,#5223,"18,372",14
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.62,"Slice of Life, CGDCT, Iyashikei",#1483,#5931,"13,227",9
Trapp Ikka Monogatari,7.62,"Drama, Romance, Childcare, Historical, Music",#1484,#6910,"9,073",28
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.62,"Action, Drama, Sci-Fi, Adult Cast, Military, Space",#1485,#4658,"24,185",87
K: Missing Kings,7.62,"Action, Super Power",#1486,#988,"258,820",672
Konnichiwa Anne: Before Green Gables,7.62,"Drama, Historical",#1487,#7207,"8,232",51
Koyomimonogatari,7.62,"Comedy, Mystery, Supernatural",#1488,#996,"256,689",365
Kyou kara Maou!,7.62,"Adventure, Comedy, Fantasy, Isekai, Shoujo",#1489,#1941,"117,430","1,364"
Kyoukai no Kanata: Shinonome,7.62,"Action, Supernatural",#1490,#1766,"133,601",76
Lupin III,7.62,"Action, Adventure, Comedy, Mystery, Adult Cast, Seinen",#1491,#2093,"105,952","1,002"
Maria-sama ga Miteru: Haru,7.62,"Drama, Girls Love, School, Shoujo",#1492,#4277,"29,056",91
Mashle,7.62,"Action, Comedy, Fantasy, Gag Humor, Parody, School, Shounen",#1493,#352,"636,249","4,136"
Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,7.62,"Adventure, Comedy, Mystery, Detective, Shounen",#1494,#6637,"10,032",2
Meitantei Conan: Conan vs. Kid - Shark & Jewel,7.62,"Adventure, Comedy, Mystery, Detective, Shounen",#1495,#6984,"8,858",3
Ojamajo Carnival!!,7.62,Mahou Shoujo,#1496,#11912,"1,877",5
Orange,7.62,"Drama, Romance, Sci-Fi, Love Polygon, School, Time Travel, Shoujo",#1497,#222,"849,176","7,097"
Osomatsu-san 2nd Season,7.62,"Comedy, Gag Humor, Parody",#1498,#3070,"55,854",236
Overlord Movie 1: Fushisha no Ou,7.62,"Action, Fantasy, Isekai, Video Game",#1499,#2309,"90,785",136
Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,7.62,"Boys Love, Otaku Culture, School",#1500,#3752,"38,565",215
Seikai no Monshou,7.62,"Action, Romance, Sci-Fi, Military, Space",#1501,#3104,"54,564",465
Seikai no Senki III,7.62,"Action, Romance, Sci-Fi, Military, Space",#1502,#5216,"18,408",60
Jigoku Shoujo Mitsuganae,7.61,"Horror, Mystery, Supernatural, Suspense, Psychological",#1503,#2105,"104,770",274
Jungle wa Itsumo Hare nochi Guu Final,7.61,"Award Winning, Comedy, Slice of Life, Gag Humor, Shounen",#1504,#6543,"10,356",13
Juubee Ninpuuchou,7.61,"Action, Adventure, Fantasy, Horror, Romance, Gore, Historical, Martial Arts, Samurai",#1505,#1632,"147,851","1,235"
K: Seven Stories Movie 5 - Memory of Red - Burn,7.61,"Action, Super Power",#1506,#4765,"23,020",33
"Kimi to, Nami ni Noretara",7.61,"Drama, Romance, Supernatural, Adult Cast",#1507,#1079,"235,699","1,409"
Kishibe Rohan wa Ugokanai,7.61,"Action, Mystery, Supernatural, Shounen",#1508,#1576,"154,241",414
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,7.61,"Slice of Life, Idols (Female), Music, School",#1509,#3378,"46,796",298
Mahou Shoujo Lyrical Nanoha StrikerS,7.61,"Action, Comedy, Drama, Mahou Shoujo",#1510,#3103,"54,686",565
Master Keaton,7.61,"Adventure, Drama, Mystery, Adult Cast, Historical, Seinen",#1511,#4244,"29,611",141
Owari no Seraph: Nagoya Kessen-hen,7.61,"Action, Drama, Fantasy, Military, Urban Fantasy, Vampire, Shounen",#1512,#247,"811,386","2,959"
Persona 3 the Movie 2: Midsummer Knight's Dream,7.61,"Action, Supernatural, Super Power",#1513,#2317,"90,332",228
Piano no Mori,7.61,"Drama, Music, School, Seinen",#1514,#2711,"69,857",121
Puparia,7.61,Avant Garde,#1515,#3113,"54,420",326
R.O.D: Read or Die,7.61,"Action, Adventure, Mystery, Sci-Fi, Adult Cast, Historical",#1516,#2702,"70,485",355
Rozen Maiden: Träumend,7.61,"Action, Comedy, Drama, Fantasy, Seinen",#1517,#2076,"107,410",460
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.61,"Action, Historical, Samurai, Shounen",#1518,#1808,"128,989",847
